listing_id,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,seller_type,city,state,country,Adaptive Cruise Control,Alloy Wheels,Android Auto,Apple CarPlay,Backup Camera,Blind Spot Monitor,Bluetooth,Fog Lights,Heated Seats,Keyless Entry,LED Headlights,Lane Keep Assist,Leather Seats,Navigation,Panoramic Roof,Parking Sensors,Push Button Start,Sunroof,Ventilated Seats,Wireless Charging
1683,Audi,A4,2011,,SUV,Petrol,CVT,171166,3763,excellent,Dealer,Sainte ChristelleBourg,PDL,France,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
1684,Nissan,Sentra,2017,XSE,Pickup,Plug-in Hybrid,Manual,56044,10380,,Private Party,Gordonbury,NS,Canada,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1685,Nissan,Sentra,2012,EX,Van,Diesel,Manual,275802,1705,excellent,Dealer,Sainte Sophie-les-Bains,NAQ,France,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
1686,Mercedes-Benz,GLA,2014,Long Range,MPV,Petrol,Automatic,294518,2409,fair,Dealer,Colin,PDL,France,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False
1687,Kia,Sportage,2022,,Coupe,Petrol,CVT,39823,18138,good,Private Party,Firozabad,PB,India,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False
1688,Audi,A6,2012,,Coupe,Petrol,Automatic,178803,2060,fair,Dealer,Pereira Verde,PE,Brazil,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False
1689,Volkswagen,Taigun,2018,Performance,Van,Petrol,Manual,70573,6898,excellent,Dealer,Port Elizabeth,EC,South Africa,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1690,Volkswagen,Jetta,2017,SE,Pickup,Electric,Automatic,50378,10861,excellent,Private Party,Durban,WC,South Africa,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1691,Mercedes-Benz,GLC,2021,,Sedan,Petrol,Manual,34810,17654,good,Certified Pre-Owned,New Jennifer,NB,Canada,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
1692,Tesla,Model Y,2017,,Crossover,Petrol,Automatic,81232,10159,excellent,Private Party,Cape Town,EC,South Africa,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False
1693,Tata,Altroz,2022,L,Convertible,Petrol,Manual,61019,15020,excellent,Dealer,Narasaraopet,HR,India,True,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
1694,Nissan,Rogue,2013,EX,Van,Hybrid,Automatic,96959,2955,excellent,Dealer,Josephhaven,NT,Australia,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False
1695,Skoda,Slavia,2017,Base,Convertible,Diesel,Automatic,67973,8578,excellent,Dealer,South Rhysburgh,ENG,UK,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False
1696,Tata,Altroz,2015,SE,Convertible,Diesel,Manual,259187,1755,fair,Private Party,西多摩郡日の出町,Osaka,Japan,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False
1697,Nissan,Rogue,2021,Performance,SUV,Hybrid,Automatic,55990,15224,good,Dealer,小笠原村,Tokyo,Japan,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1698,Kia,Sportage,2013,Trend,Coupe,Plug-in Hybrid,Automatic,130971,1759,good,Private Party,East London,LP,South Africa,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True
1699,Nissan,Magnite,2019,Premium,Coupe,Petrol,CVT,83743,10221,good,Dealer,Paul,PACA,France,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False
1700,Skoda,Octavia,2022,,Hatchback,Petrol,Automatic,30415,11546,good,Dealer,East London,LP,South Africa,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1701,Tata,Nexon,2017,Platinum,MPV,Petrol,Manual,89251,3204,good,Private Party,East Joshuamouth,NL,Canada,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1702,Kia,Sorento,2014,Base,MPV,Petrol,AMT,224248,1906,good,Dealer,Giridih,KL,India,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1703,Volkswagen,Tiguan,2016,Titanium,SUV,Hybrid,Automatic,204988,2591,fair,Dealer,Danapur,KL,India,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1704,Tesla,Model 3,2018,SE,Hatchback,CNG,DCT,133068,6796,good,Dealer,長生郡長生村,Hokkaido,Japan,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False
1705,Audi,Q3,2023,Long Range,Hatchback,Petrol,Automatic,22961,24888,,Dealer,North Steven,GA,US,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
1706,Hyundai,i20,2019,Limited,Coupe,Plug-in Hybrid,Automatic,71395,15073,new,Private Party,小金井市,Kanagawa,Japan,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
1707,Ford,Maverick,2015,LTZ,Hatchback,Diesel,Manual,154603,1544,good,Private Party,Carlachester,VIC,Australia,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,True
1708,Mercedes-Benz,GLA,2018,,Van,CNG,AMT,112727,6180,,Dealer,Monteiro do Oeste,AM,Brazil,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
1709,Hyundai,Sonata,2017,,Van,Electric,Manual,141668,5293,good,Dealer,Neuss,NI,Germany,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1710,Tesla,Model 3,2014,LTZ,Crossover,Petrol,Automatic,238208,3106,good,Private Party,Étienne-les-Bains,OCC,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1711,Maruti,Dzire,2005,Premium,Crossover,Diesel,Automatic,418428,1283,excellent,Private Party,Jalandhar,WB,India,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1712,Nissan,Rogue,2024,,MPV,Petrol,CVT,11949,19500,fair,Dealer,Sainte Charles,PACA,France,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1713,Skoda,Octavia,2022,EX,Hatchback,CNG,Manual,38665,8368,fair,Certified Pre-Owned,Perryview,SCT,UK,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1714,Tesla,Model Y,2023,Premium,Coupe,Petrol,Automatic,15042,41993,,Dealer,Lake Sam,NIR,UK,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1715,Hyundai,Elantra,2020,,Convertible,Petrol,Manual,75134,12461,excellent,Dealer,Lake Russellstad,PA,US,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1716,Chevrolet,Malibu,2019,Long Range,Pickup,Diesel,CVT,150801,7137,fair,Certified Pre-Owned,Arrah,TN,India,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False
1717,Chevrolet,Equinox,2020,Touring,SUV,Petrol,Automatic,102756,9948,fair,Certified Pre-Owned,Säckingen,RP,Germany,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False
1718,Hyundai,Tucson,2010,Trend,Van,Hybrid,Manual,248278,1239,fair,Private Party,New Jamestown,IL,US,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True
1719,Kia,Sportage,2020,LT,Convertible,Hybrid,Manual,110872,6954,salvage,Private Party,Lacroix,PACA,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1720,Kia,Sportage,2020,Sport,Sedan,Petrol,Manual,113664,8367,good,Private Party,Bhusawal,PB,India,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True
1721,Skoda,Slavia,2008,Premium,Coupe,Petrol,CVT,200900,1257,good,Certified Pre-Owned,Ahmedland,SCT,UK,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
1722,Honda,Accord,2021,EX,Coupe,Electric,Automatic,41611,14305,fair,Dealer,Gailchester,ENG,UK,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False
1723,Honda,Civic,2021,Performance,Sedan,Petrol,Automatic,38426,10628,good,Certified Pre-Owned,North Mary,WA,Australia,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
1724,Tata,Nexon,2023,Limited,Hatchback,Hybrid,DCT,20287,8953,good,Dealer,East Emmaside,WLS,UK,False,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False
1725,Audi,A4,2020,Long Range,Hatchback,Diesel,Automatic,70146,10757,excellent,Dealer,North Callum,WLS,UK,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
1726,Honda,Accord,2011,EX,Sedan,CNG,Automatic,108144,1280,fair,Private Party,Lake Susan,WA,Australia,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1727,Nissan,Rogue,2018,Limited,Van,Petrol,DCT,85637,7948,good,Dealer,横浜市港北区,Fukuoka,Japan,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True
1728,Mahindra,Bolero,2008,LT,Van,Electric,CVT,231411,1204,good,Dealer,Erfurt,TH,Germany,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
1729,Mercedes-Benz,GLC,2017,LX,Convertible,Petrol,CVT,67462,14339,like new,Private Party,Jeremytown,IL,US,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1730,Honda,CR-V,2019,Limited,Convertible,Petrol,Automatic,99167,12588,,Dealer,SchmittVille,GES,France,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False
1731,Toyota,Innova,2014,Touring,Van,Hybrid,Manual,175664,1881,good,Private Party,Lake Gregoryport,NT,Australia,False,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
1732,Skoda,Kushaq,2024,Touring,SUV,Electric,Manual,20013,31742,good,Dealer,Firozabad,TG,India,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False
1733,Mercedes-Benz,GLA,2018,Touring,MPV,CNG,Automatic,74737,9887,good,Dealer,Sandraside,WA,Australia,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1734,Tesla,Model Y,2009,,Pickup,Petrol,Manual,177071,2140,good,Private Party,Millerborough,IL,US,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False
1735,Ford,Escape,2017,Platinum,Pickup,Electric,Manual,48779,8803,good,Private Party,New Kimberley,SCT,UK,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1736,Ford,Explorer,2020,,Crossover,Diesel,Manual,48886,10231,good,Dealer,Ramos de Caldeira,AM,Brazil,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False
1737,Volkswagen,Tiguan,2020,Performance,Crossover,Diesel,Automatic,64101,11120,good,Private Party,Eisenach,HH,Germany,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False
1738,BMW,5 Series,2021,,Pickup,Hybrid,Manual,39814,33188,like new,Dealer,East Erika,NY,US,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1739,Toyota,RAV4,2019,Trend,Crossover,Petrol,Manual,97518,6362,good,Dealer,Cape Town,NW,South Africa,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1740,Volkswagen,Tiguan,2016,LX,Hatchback,Petrol,Automatic,208797,1443,fair,Private Party,Heiligenstadt,ST,Germany,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False
1741,Toyota,Fortuner,2020,Performance,Van,Hybrid,Automatic,99167,10007,good,Dealer,Nürtingen,ST,Germany,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False
1742,Kia,Sportage,2019,SE,Hatchback,Diesel,Automatic,81977,5800,like new,Private Party,Durban,KZN,South Africa,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True
1743,Tata,Altroz,2013,,Hatchback,Diesel,Manual,120775,1194,good,Private Party,Snyderbury,TAS,Australia,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False
1744,Ford,Escape,2017,,SUV,Electric,CVT,48740,7576,good,Private Party,Pimenta,AM,Brazil,False,False,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,False,False
1745,Hyundai,Creta,2021,Premium,Coupe,Petrol,Manual,31514,16663,excellent,Dealer,Ramirezberg,MI,US,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True
1746,Tesla,Model Y,2018,Limited,MPV,Petrol,Automatic,90231,8965,good,Private Party,Anneport,NIR,UK,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1747,Mahindra,Bolero,2020,Base,Pickup,Petrol,Automatic,49883,5986,salvage,Dealer,New Carlahaven,IL,US,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True
1748,Mahindra,XUV700,2025,,Pickup,Electric,Automatic,0,27192,fair,Private Party,Sömmerda,BB,Germany,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True
1749,Tata,Altroz,2018,Platinum,Van,Hybrid,CVT,76350,4684,good,Private Party,Foleymouth,NT,Australia,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True
1750,Hyundai,Sonata,2012,Titanium,SUV,Petrol,Automatic,132561,1645,good,Dealer,Anthonyview,QC,Canada,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1751,Mercedes-Benz,GLA,2010,Limited,Convertible,Petrol,Automatic,110837,2497,fair,Dealer,West Susanchester,TAS,Australia,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
1752,Tata,Nexon,2021,Touring,Van,Petrol,CVT,50594,8345,good,Dealer,Castro,BA,Brazil,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False
1753,Mahindra,Bolero,2022,Performance,Convertible,Diesel,AMT,47470,13745,good,Dealer,Port Elizabeth,NW,South Africa,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1754,Honda,CR-V,2019,Trend,Coupe,Electric,Manual,49889,12243,excellent,Dealer,Weaverborough,NT,Australia,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
1755,Kia,Sportage,2014,LX,Hatchback,Hybrid,CVT,275090,1817,new,Private Party,Waren,SH,Germany,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
1756,Ford,Explorer,2017,SE,Sedan,Petrol,Manual,64210,4281,fair,Dealer,Vargas de Teixeira,AM,Brazil,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True
1757,Maruti,Ertiga,2020,Titanium,Hatchback,Petrol,Automatic,65252,3951,fair,Private Party,Pretoria,MP,South Africa,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1758,Toyota,RAV4,2021,Titanium,Convertible,Petrol,Manual,44737,16279,good,Private Party,Barajaschester,MB,Canada,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1759,Kia,Sonet,2014,L,Hatchback,Electric,Manual,205929,1194,fair,Dealer,横浜市泉区,Osaka,Japan,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1760,Skoda,Octavia,2020,Touring,Convertible,Petrol,Automatic,118400,13269,excellent,Dealer,Mirzapur,TG,India,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1761,Hyundai,i20,2012,SE,Convertible,Electric,Automatic,158039,2038,excellent,Dealer,Benjaminland,NY,US,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
1762,Mahindra,Scorpio,2019,LE,Convertible,Petrol,Automatic,58706,7840,good,Dealer,Durban,LP,South Africa,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1763,Ford,Explorer,2016,Platinum,Pickup,Electric,Automatic,152666,5981,excellent,Dealer,Arnstadt,BW,Germany,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
1764,Tata,Nexon,2017,Premium,Hatchback,Diesel,Automatic,98286,2009,good,Dealer,Cape Town,LP,South Africa,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
1765,Mercedes-Benz,GLA,2020,L,Hatchback,Diesel,Automatic,113934,10462,good,Dealer,福生市,Kanagawa,Japan,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False
1766,Hyundai,Creta,2017,XSE,Coupe,Petrol,DCT,168459,2505,salvage,Dealer,Siwan,WB,India,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1767,Tata,Harrier,2025,L,Van,Electric,Manual,0,21860,fair,Private Party,Jorhat,UP,India,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True
1768,Honda,Accord,2007,Touring,Pickup,Electric,Automatic,108838,1293,good,Dealer,North William,IL,US,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True
1769,Honda,CR-V,2012,L,Pickup,CNG,Automatic,93955,2692,fair,Certified Pre-Owned,Stoneland,NL,Canada,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True
1770,Chevrolet,Trax,2014,,Convertible,Petrol,Automatic,104143,3434,good,Private Party,Bloemfontein,NC,South Africa,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1771,Tata,Altroz,2013,LX,Crossover,CNG,Automatic,196469,1175,good,Private Party,Port Elizabeth,MP,South Africa,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True
1772,Tata,Harrier,2009,Touring,Van,Hybrid,Automatic,146313,1207,good,Private Party,Scotttown,SK,Canada,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
1773,Maruti,Dzire,2021,XSE,Coupe,Petrol,Automatic,59850,8840,good,Private Party,Thomashaven,ACT,Australia,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True
1774,Honda,Civic,2012,LX,SUV,Hybrid,Manual,152280,1928,excellent,Dealer,Fernandes Verde,PE,Brazil,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1775,Chevrolet,Malibu,2012,Premium,Coupe,Diesel,Automatic,137341,1822,excellent,Dealer,Souza da Mata,CE,Brazil,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1776,Skoda,Octavia,2021,LT,Sedan,Petrol,Automatic,49713,11847,excellent,Private Party,Welchside,NT,Australia,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1777,Volkswagen,Taigun,2019,Base,Convertible,Diesel,Manual,105863,9948,good,Dealer,Waldmünchen,HB,Germany,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1778,Chevrolet,Malibu,2006,LTZ,Convertible,Petrol,Automatic,207349,1212,good,Private Party,South Shirleyland,NIR,UK,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1779,Tesla,Model 3,2015,Performance,SUV,Petrol,Manual,209186,4091,good,Certified Pre-Owned,Sainte Gilles,OCC,France,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False
1780,Kia,Sonet,2016,Premium,Crossover,Diesel,Automatic,155244,4693,excellent,Private Party,Saarbrücken,NI,Germany,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False
1781,Tesla,Model 3,2023,Touring,Sedan,Diesel,Automatic,50214,27247,excellent,Dealer,Begusarai,RJ,India,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1782,Honda,Amaze,2022,Performance,Crossover,Petrol,Manual,63683,18017,excellent,Dealer,Gifhorn,NI,Germany,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1783,Kia,Sonet,2020,Platinum,Crossover,Diesel,Manual,48681,11583,good,Certified Pre-Owned,Johnsonburgh,TAS,Australia,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False
1784,Ford,Maverick,2022,Trend,Pickup,Electric,Automatic,52313,25396,good,Private Party,Neveu,HDF,France,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False
1785,Kia,Sorento,2014,,Coupe,Petrol,Automatic,161988,3477,excellent,Certified Pre-Owned,Deschamps,IDF,France,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False
1786,Tata,Punch,2013,EX,Pickup,Petrol,Automatic,181624,1803,excellent,Dealer,West Sophieland,NIR,UK,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
1787,Nissan,Magnite,2016,Long Range,Crossover,Diesel,Automatic,198936,2920,good,Private Party,Grenier,NAQ,France,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1788,Hyundai,Tucson,2019,Premium,Pickup,Petrol,Manual,92979,11541,good,Private Party,Madurai,HR,India,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1789,Volkswagen,Tiguan,2022,,Hatchback,CNG,Automatic,46759,10329,good,Dealer,Simmonsborough,AZ,US,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1790,Audi,A6,2014,EX,SUV,CNG,Automatic,101114,5527,good,Private Party,South Michelle,ON,Canada,True,True,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False
1791,Mahindra,XUV700,2019,EX,SUV,Hybrid,Automatic,92096,7511,good,Private Party,Gaudinnec,PDL,France,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1792,Toyota,Innova,2021,Sport,Van,Petrol,Manual,54392,12973,good,Private Party,Simon,BFC,France,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
1793,Ford,Maverick,2015,Sport,Van,Diesel,Manual,156334,3031,new,Private Party,Loganborough,NL,Canada,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True
1794,Skoda,Octavia,2023,Performance,Convertible,Diesel,Manual,30364,13491,salvage,Dealer,Morganborough,WLS,UK,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True
1795,Ford,F-150,2012,Trend,SUV,Hybrid,CVT,103032,2947,like new,Dealer,Terryberg,ENG,UK,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False
1796,Toyota,Corolla,2019,Platinum,SUV,Petrol,Manual,110767,8821,good,Private Party,川崎市中原区,Kanagawa,Japan,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True
1797,Kia,Sorento,2017,LX,SUV,Petrol,Manual,119390,4531,good,Dealer,North Melissastad,MB,Canada,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False
1798,Volkswagen,Jetta,2014,XLE,Van,Diesel,Automatic,186693,2397,good,Private Party,横浜市西区,Osaka,Japan,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False
1799,Ford,Maverick,2020,LT,SUV,Petrol,DCT,73930,10901,good,Private Party,Port Bethfurt,AB,Canada,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1800,Honda,Civic,2014,Touring,SUV,Petrol,Manual,183547,2458,good,Dealer,Almeida de Sá,MG,Brazil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1801,Tata,Punch,2005,,Coupe,Diesel,CVT,169479,1149,excellent,Dealer,Andrade do Oeste,MG,Brazil,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False
1802,Kia,Sonet,2023,Platinum,Pickup,Petrol,Automatic,22470,30956,excellent,Private Party,South Jessicastad,ON,Canada,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
1803,Tesla,Model 3,2013,LX,Pickup,Hybrid,CVT,284671,2981,fair,Dealer,利島村,Tokyo,Japan,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False
1804,Chevrolet,Trax,2012,Trend,Coupe,Petrol,CVT,173491,2021,good,Dealer,Wiedenbrück,ST,Germany,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False
1805,BMW,X5,2015,Platinum,Pickup,Petrol,Automatic,259792,5109,good,Dealer,山武郡横芝光町,Tokyo,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1806,Nissan,Magnite,2018,,Pickup,Plug-in Hybrid,DCT,78384,9937,excellent,Private Party,Vasconcelos dos Dourados,PR,Brazil,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1807,Tata,Nexon,2024,Touring,Hatchback,Hybrid,Manual,15989,11704,good,Dealer,Andrewsmouth,NT,Australia,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1808,Maruti,Swift,2013,LE,Coupe,Petrol,Manual,151575,1205,good,Private Party,Sarahhaven,CO,US,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1809,Skoda,Kushaq,2022,LX,MPV,Petrol,Automatic,59663,16371,excellent,Certified Pre-Owned,Eutin,SN,Germany,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1810,Audi,Q5,2010,,Convertible,CNG,Automatic,248932,1853,fair,Dealer,Borges,SP,Brazil,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False
1811,Mahindra,Scorpio,2022,Long Range,Pickup,Electric,Manual,16744,23520,excellent,Private Party,Garciaport,SK,Canada,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1812,Maruti,Baleno,2019,,Crossover,Petrol,Manual,81609,6296,good,Private Party,Grafenau,MV,Germany,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
1813,Kia,Sportage,2015,Touring,Pickup,Petrol,Manual,164581,3328,good,Private Party,North Jamesview,NSW,Australia,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1814,Skoda,Kushaq,2015,LE,Pickup,Petrol,Manual,97424,4453,good,Certified Pre-Owned,Lake Ryan,CA,US,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False
1815,Hyundai,Sonata,2023,Performance,Sedan,Electric,Automatic,23350,17966,fair,Dealer,Ortizmouth,NSW,Australia,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
1816,BMW,X3,2015,Titanium,Sedan,Petrol,Automatic,266826,3796,excellent,Private Party,Melle,HB,Germany,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
1817,Maruti,Wagon R,2015,SE,Pickup,Diesel,Automatic,87007,3413,good,Private Party,Port Josephfurt,SA,Australia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
